"File","Line","Category","StringValue","Context","IsInterpolated","Layer","Status","LocalizationKey"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\ExceptionHandlingMiddleware.cs","46","general","""One or more validation errors occurred.","Title = ""One or more validation errors occurred."",","False","API","✅ DONE","Errors.ValidationErrors"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\ExceptionHandlingMiddleware.cs","67","general","""You do not have permission to access this resource.","Detail = ""You do not have permission to access this resource."",","False","API","✅ DONE","Errors.PermissionDenied"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\ExceptionHandlingMiddleware.cs","87","validation_message","""You must be authenticated to access this resource.","Detail = ""You must be authenticated to access this resource."",","False","API","✅ DONE","Errors.AuthenticationRequired"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\ExceptionHandlingMiddleware.cs","97","log_message","""An unhandled exception occurred","_logger.LogError(exception, ""An unhandled exception occurred"");","False","API","⏭️ SKIP","(log message)"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\ExceptionHandlingMiddleware.cs","102","general","""An internal error occurred.","Title = ""An internal error occurred."",","False","API","✅ DONE","Errors.InternalError"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\ExceptionHandlingMiddleware.cs","104","general","""An unexpected error occurred. Please try again later.","Detail = ""An unexpected error occurred. Please try again later."",","False","API","✅ DONE","Errors.UnexpectedError"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\GlobalExceptionMiddleware.cs","112","general","""An internal server error occurred. Please try again later.","? ""An internal server error occurred. Please try again later.""","False","API","✅ DONE","Errors.InternalServerError"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\GlobalExceptionMiddleware.cs","136","ui_text","""Bad Request","400 => ""Bad Request"",","False","API","✅ DONE","Errors.BadRequest"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\GlobalExceptionMiddleware.cs","139","ui_text","""Not Found","404 => ""Not Found"",","False","API","✅ DONE","Errors.NotFound"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\GlobalExceptionMiddleware.cs","141","ui_text","""Internal Server Error","500 => ""Internal Server Error"",","False","API","✅ DONE","Errors.InternalServerErrorShort"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\GlobalExceptionMiddleware.cs","142","ui_text","""An error occurred","_ => ""An error occurred"",","False","API","✅ DONE","Errors.ErrorOccurred"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\HttpRequestLoggingMiddleware.cs","38","general","""Request {RequestId} started: {Method} {Path} from {RemoteIp}","""Request {RequestId} started: {Method} {Path} from {RemoteIp}"",","False","API","⏭️ SKIP","(log message)"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\HttpRequestLoggingMiddleware.cs","61","api_response","""Request {RequestId} completed: {Method} {Path} - {StatusCode} in {ElapsedMs}ms","""Request {RequestId} completed: {Method} {Path} - {StatusCode} in {ElapsedMs}ms"",","False","API","⏭️ SKIP","(log message)"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\RequestLoggingMiddleware.cs","20","general","""Request {RequestId}: {Method} {Path} started","""Request {RequestId}: {Method} {Path} started"",","False","API","⏭️ SKIP","(log message)"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.API\Middleware\RequestLoggingMiddleware.cs","36","api_response","""Request {RequestId}: {Method} {Path} completed with {StatusCode} in {ElapsedMs}ms","""Request {RequestId}: {Method} {Path} completed with {StatusCode} in {ElapsedMs}ms"",","False","API","⏭️ SKIP","(log message)"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Behaviors\AuditBehavior.cs","32","general","""Audit: {Action} by {UserId} at {Timestamp} - Request: {RequestName}","""Audit: {Action} by {UserId} at {Timestamp} - Request: {RequestName}"",","False","Application","⏭️ SKIP","(audit log)"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Behaviors\AuditBehavior.cs","46","general","""Audit: {Action} completed by {UserId} at {Timestamp}","""Audit: {Action} completed by {UserId} at {Timestamp}"",","False","Application","⏭️ SKIP","(audit log)"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Behaviors\LoggingBehavior.cs","37","general","""Handled {RequestName} for user {UserId} in {ElapsedMilliseconds}ms","""Handled {RequestName} for user {UserId} in {ElapsedMilliseconds}ms"",","False","Application","⏭️ SKIP","(log message)"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Behaviors\LoggingBehavior.cs","51","general","""Error handling {RequestName} for user {UserId} after {ElapsedMilliseconds}ms","""Error handling {RequestName} for user {UserId} after {ElapsedMilliseconds}ms"",","False","Application","⏭️ SKIP","(log message)"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Behaviors\NamespaceValidationBehavior.cs","56","validation_message","""Namespace context is required.","return CreateFailureResult(""Namespace context is required."", ""NAMESPACE_REQUIRED"");","False","Application","✅ DONE","Errors.NamespaceRequired"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Behaviors\NamespaceValidationBehavior.cs","63","api_response","""User not authenticated.","return CreateFailureResult(""User not authenticated."", ""UNAUTHORIZED"");","False","Application","✅ DONE","Errors.UserNotAuthenticated"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Behaviors\NamespaceValidationBehavior.cs","73","api_response","""Namespace not found.","return CreateFailureResult(""Namespace not found."", ""NAMESPACE_NOT_FOUND"");","False","Application","✅ DONE","Errors.NamespaceNotFound"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Behaviors\NamespaceValidationBehavior.cs","73","api_response","""NAMESPACE_NOT_FOUND","return CreateFailureResult(""Namespace not found."", ""NAMESPACE_NOT_FOUND"");","False","Application","⏭️ SKIP","(error code)"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Behaviors\NamespaceValidationBehavior.cs","80","api_response","""You are not a member of this namespace.","return CreateFailureResult(""You are not a member of this namespace."", ""NOT_A_MEMBER"");","False","Application","✅ DONE","Errors.NotNamespaceMember"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Behaviors\NamespaceValidationBehavior.cs","86","validation_message","You do not have the required permission: {...}.","$""You do not have the required permission: {requiredPermission}."",","True","Application","✅ DONE","Errors.InsufficientPermission"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Behaviors\NamespaceValidationBehavior.cs","164","general","Cannot create failure result for response type {...}. ","$""Cannot create failure result for response type {responseType.Name}. ""","True","Application","⏭️ SKIP","(debug message)"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Behaviors\PerformanceBehavior.cs","37","general","""Long running request: {RequestName} ({ElapsedMilliseconds}ms)","""Long running request: {RequestName} ({ElapsedMilliseconds}ms)"",","False","Application","⏭️ SKIP","(perf log)"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Result.cs","78","general","""Validation failed.","""Validation failed."",","False","Application","✅ DONE","Errors.ValidationFailed"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Result.cs","93","general","""Validation failed.","errors.FirstOrDefault() ?? ""Validation failed."",","False","Application","✅ DONE","Errors.ValidationFailed"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Result.cs","102","api_response","""Resource not found.","public static Result<T> NotFound(string message = ""Resource not found."")","False","Application","✅ DONE","Errors.ResourceNotFound"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Result.cs","110","notification_content","""Unauthorized access.","public static Result<T> Unauthorized(string message = ""Unauthorized access."")","False","Application","✅ DONE","Errors.UnauthorizedAccess"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Result.cs","118","notification_content","""Access forbidden.","public static Result<T> Forbidden(string message = ""Access forbidden."")","False","Application","✅ DONE","Errors.AccessForbidden"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Result.cs","195","general","""Validation failed.","""Validation failed."",","False","Application","✅ DONE","Errors.ValidationFailed"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Result.cs","204","api_response","""Resource not found.","public static Result NotFound(string message = ""Resource not found."")","False","Application","✅ DONE","Errors.ResourceNotFound"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Result.cs","212","notification_content","""Unauthorized access.","public static Result Unauthorized(string message = ""Unauthorized access."")","False","Application","✅ DONE","Errors.UnauthorizedAccess"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Exceptions\ForbiddenAccessException.cs","9","general","""Access to this resource is forbidden.",": base(""Access to this resource is forbidden."") { }","False","Application","✅ DONE","Errors.AccessToResourceForbidden"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Exceptions\NotFoundException.cs","12","general","{...} with key '{...}' was not found.",": base($""{entityName} with key '{key}' was not found."")","True","Application","✅ DONE","Errors.EntityNotFound"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Exceptions\ValidationException.cs","13","general","""One or more validation errors occurred.",": base(""One or more validation errors occurred."")","False","Application","✅ DONE","Errors.ValidationErrors"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Exceptions\ValidationException.cs","19","general","""One or more validation errors occurred.",": base(""One or more validation errors occurred."")","False","Application","✅ DONE","Errors.ValidationErrors"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Exceptions\ValidationException.cs","25","general","""One or more validation errors occurred.",": base(""One or more validation errors occurred."")","False","Application","✅ DONE","Errors.ValidationErrors"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Common\Exceptions\ValidationException.cs","31","general","""One or more validation errors occurred.",": base(""One or more validation errors occurred."")","False","Application","✅ DONE","Errors.ValidationErrors"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CancelDistribution\CancelDistributionCommandHandler.cs","28","validation_message","""Namespace context is required.","return Result<bool>.Failure(""Namespace context is required."");","False","Application","✅ DONE","Errors.NamespaceRequired"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CancelDistribution\CancelDistributionCommandHandler.cs","34","api_response","""User not authenticated.","return Result<bool>.Failure(""User not authenticated."");","False","Application","✅ DONE","Errors.UserNotAuthenticated"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CancelDistribution\CancelDistributionCommandHandler.cs","45","api_response","""Distribution not found.","return Result<bool>.Failure(""Distribution not found."");","False","Application","✅ DONE","Errors.DistributionNotFound"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CreateDistribution\CreateDistributionCommandHandler.cs","34","validation_message","""Namespace context is required.","return Result<EmailDistributionDto>.Failure(""Namespace context is required."");","False","Application","✅ DONE","Errors.NamespaceRequired"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CreateDistribution\CreateDistributionCommandHandler.cs","40","api_response","""User not authenticated.","return Result<EmailDistributionDto>.Failure(""User not authenticated."");","False","Application","✅ DONE","Errors.UserNotAuthenticated"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CreateDistribution\CreateDistributionCommandHandler.cs","47","api_response","""Survey not found.","return Result<EmailDistributionDto>.Failure(""Survey not found."");","False","Application","✅ DONE","Errors.SurveyNotFound"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CreateDistribution\CreateDistributionCommandHandler.cs","61","api_response","""Email template not found.","return Result<EmailDistributionDto>.Failure(""Email template not found."");","False","Application","✅ DONE","Errors.EmailTemplateNotFound"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CreateDistribution\CreateDistributionCommandValidator.cs","9","validation_message","""Survey ID is required.","RuleFor(x => x.SurveyId).NotEmpty().WithMessage(""Survey ID is required."");","False","Application","✅ DONE","Validation.SurveyIdRequired"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CreateDistribution\CreateDistributionCommandValidator.cs","13","validation_message","""Subject is required.",".WithMessage(""Subject is required."")","False","Application","✅ DONE","Validation.SubjectRequired"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CreateDistribution\CreateDistributionCommandValidator.cs","15","notification_content","""Subject must not exceed 500 characters.",".WithMessage(""Subject must not exceed 500 characters."");","False","Application","✅ DONE","Validation.SubjectMaxLength"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CreateDistribution\CreateDistributionCommandValidator.cs","17","validation_message","""Body is required.","RuleFor(x => x.Body).NotEmpty().WithMessage(""Body is required."");","False","Application","✅ DONE","Validation.BodyRequired"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CreateDistribution\CreateDistributionCommandValidator.cs","19","validation_message","""At least one recipient is required.","RuleFor(x => x.Recipients).NotEmpty().WithMessage(""At least one recipient is required."");","False","Application","✅ DONE","Validation.RecipientRequired"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CreateDistribution\CreateDistributionCommandValidator.cs","27","validation_message","""Recipient email is required.",".WithMessage(""Recipient email is required."")","False","Application","✅ DONE","Validation.RecipientEmailRequired"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CreateDistribution\CreateDistributionCommandValidator.cs","29","notification_content","""Invalid email address format.",".WithMessage(""Invalid email address format."");","False","Application","✅ DONE","Validation.InvalidEmailFormat"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\CreateDistribution\CreateDistributionCommandValidator.cs","35","notification_content","""Invalid sender email address format.",".WithMessage(""Invalid sender email address format."");","False","Application","✅ DONE","Validation.InvalidSenderEmailFormat"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\DeleteDistribution\DeleteDistributionCommandHandler.cs","28","validation_message","""Namespace context is required.","return Result<bool>.Failure(""Namespace context is required."");","False","Application","✅ DONE","Errors.NamespaceRequired"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\DeleteDistribution\DeleteDistributionCommandHandler.cs","34","api_response","""User not authenticated.","return Result<bool>.Failure(""User not authenticated."");","False","Application","✅ DONE","Errors.UserNotAuthenticated"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\DeleteDistribution\DeleteDistributionCommandHandler.cs","45","api_response","""Distribution not found.","return Result<bool>.Failure(""Distribution not found."");","False","Application","✅ DONE","Errors.DistributionNotFound"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\ScheduleDistribution\ScheduleDistributionCommandHandler.cs","33","validation_message","""Namespace context is required.","return Result<EmailDistributionDto>.Failure(""Namespace context is required."");","False","Application","✅ DONE","Errors.NamespaceRequired"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\ScheduleDistribution\ScheduleDistributionCommandHandler.cs","39","api_response","""User not authenticated.","return Result<EmailDistributionDto>.Failure(""User not authenticated."");","False","Application","✅ DONE","Errors.UserNotAuthenticated"
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\ScheduleDistribution\ScheduleDistributionCommandHandler.cs","50","api_response","""Distribution not found.","return Result<EmailDistributionDto>.Failure(""Distribution not found."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\ScheduleDistribution\ScheduleDistributionCommandValidator.cs","9","validation_message","""Distribution ID is required.","RuleFor(x => x.DistributionId).NotEmpty().WithMessage(""Distribution ID is required."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\ScheduleDistribution\ScheduleDistributionCommandValidator.cs","13","validation_message","""Scheduled time must be in the future.",".WithMessage(""Scheduled time must be in the future."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\SendDistribution\SendDistributionCommandHandler.cs","35","validation_message","""Namespace context is required.","return Result<EmailDistributionDto>.Failure(""Namespace context is required."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\SendDistribution\SendDistributionCommandHandler.cs","41","api_response","""User not authenticated.","return Result<EmailDistributionDto>.Failure(""User not authenticated."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\SendDistribution\SendDistributionCommandHandler.cs","52","api_response","""Distribution not found.","return Result<EmailDistributionDto>.Failure(""Distribution not found."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\TrackClick\TrackClickCommandHandler.cs","24","api_response","""Invalid tracking token.","return Result<string?>.Failure(""Invalid tracking token."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\TrackClick\TrackClickCommandHandler.cs","34","api_response","""Recipient not found.","return Result<string?>.Failure(""Recipient not found."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\TrackClick\TrackClickCommandHandler.cs","47","api_response","""Distribution not found.","return Result<string?>.Failure(""Distribution not found."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\TrackOpen\TrackOpenCommandHandler.cs","22","api_response","""Invalid tracking token.","return Result<bool>.Failure(""Invalid tracking token."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Commands\TrackOpen\TrackOpenCommandHandler.cs","32","api_response","""Recipient not found.","return Result<bool>.Failure(""Recipient not found."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Queries\GetDistributionById\GetDistributionByIdQueryHandler.cs","30","validation_message","""Namespace context is required.","return Result<EmailDistributionDto>.Failure(""Namespace context is required."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Queries\GetDistributionById\GetDistributionByIdQueryHandler.cs","40","api_response","""Distribution not found.","return Result<EmailDistributionDto>.Failure(""Distribution not found."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Queries\GetDistributionRecipients\GetDistributionRecipientsQueryHandler.cs","26","validation_message","""Namespace context is required.","""Namespace context is required.""","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Queries\GetDistributionRecipients\GetDistributionRecipientsQueryHandler.cs","38","api_response","""Distribution not found.","return Result<IReadOnlyList<EmailRecipientDto>>.Failure(""Distribution not found."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Queries\GetDistributions\GetDistributionsQueryHandler.cs","28","validation_message","""Namespace context is required.","""Namespace context is required.""","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Queries\GetDistributions\GetDistributionsQueryHandler.cs","36","api_response","""Survey not found.","return Result<IReadOnlyList<EmailDistributionSummaryDto>>.Failure(""Survey not found."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Queries\GetDistributionStats\GetDistributionStatsQueryHandler.cs","25","validation_message","""Namespace context is required.","return Result<DistributionStatsDto>.Failure(""Namespace context is required."");","False","Application","✅ DONE",
"C:\Users\CyberDream\Desktop\projects\Work\survey_new\back\src\SurveyApp.Application\Features\EmailDistributions\Queries\GetDistributionStats\GetDistributionStatsQueryHandler.cs","35","api_response","""Distribution not found.","return Result<DistributionStatsDto>.Failure(""Distribution not found."");","False","Application","✅ DONE",
